mes_id,empresa_id,plano_id,categoria_id,faixa_id,custo,qtd
202402,E01,P1,C1,F3,4295.82,21
202402,E01,P1,C2,F3,6873.31,43
202402,E01,P1,C3,F3,4295.82,28
202402,E01,P1,C4,F3,19331.17,2
202402,E01,P1,C5,F3,5154.98,9
202402,E01,P1,C6,F3,3007.07,12
202402,E01,P1,C1,F4,5287.16,27
202402,E01,P1,C2,F4,8459.45,53
202402,E01,P1,C3,F4,5287.16,37
202402,E01,P1,C4,F4,23792.21,3
202402,E01,P1,C5,F4,6344.59,11
202402,E01,P1,C6,F4,3701.01,16
202402,E01,P1,C1,F5,5551.52,28
202402,E01,P1,C2,F5,8882.43,53
202402,E01,P1,C3,F5,5551.52,39
202402,E01,P1,C4,F5,24981.82,3
202402,E01,P1,C5,F5,6661.82,12
202402,E01,P1,C6,F5,3886.06,18
202402,E01,P2,C1,F1,1774.22,9
202402,E01,P2,C2,F1,2838.75,17
202402,E01,P2,C3,F1,1774.22,13
202402,E01,P2,C4,F1,7983.98,1
202402,E01,P2,C5,F1,2129.06,4
202402,E01,P2,C6,F1,1241.95,5
202402,E01,P2,C1,F2,2703.57,14
202402,E01,P2,C2,F2,4325.71,27
202402,E01,P2,C3,F2,2703.57,18
202402,E01,P2,C4,F2,12166.07,1
202402,E01,P2,C5,F2,3244.28,6
202402,E01,P2,C6,F2,1892.5,9
202402,E01,P2,C1,F3,3661.09,19
202402,E01,P2,C2,F3,5857.74,33
202402,E01,P2,C3,F3,3661.09,26
202402,E01,P2,C4,F3,16474.88,2
202402,E01,P2,C5,F3,4393.3,8
202402,E01,P2,C6,F3,2562.76,12
202402,E01,P2,C1,F4,4505.95,21
202402,E01,P2,C2,F4,7209.52,47
202402,E01,P2,C3,F4,4505.95,31
202402,E01,P2,C4,F4,20276.78,2
202402,E01,P2,C5,F4,5407.14,10
202402,E01,P2,C6,F4,3154.17,13
202402,E01,P2,C1,F5,4731.25,23
202402,E01,P2,C2,F5,7570.0,45
202402,E01,P2,C3,F5,4731.25,35
202402,E01,P2,C4,F5,21290.62,2
202402,E01,P2,C5,F5,5677.5,11
202402,E01,P2,C6,F5,3311.87,17
202402,E01,P3,C1,F1,1444.36,8
202402,E01,P3,C2,F1,2310.97,14
202402,E01,P3,C3,F1,1444.36,10
202402,E01,P3,C4,F1,6499.6,0
202402,E01,P3,C5,F1,1733.23,3
202402,E01,P3,C6,F1,1011.05,4
202402,E01,P3,C1,F2,2200.92,11
202402,E01,P3,C2,F2,3521.48,22
202402,E01,P3,C3,F2,2200.92,16
202402,E01,P3,C4,F2,9904.16,1
202402,E01,P3,C5,F2,2641.11,5
202402,E01,P3,C6,F2,1540.65,7
202402,E01,P3,C1,F3,2980.42,16
202402,E01,P3,C2,F3,4768.67,31
202402,E01,P3,C3,F3,2980.42,21
202402,E01,P3,C4,F3,13411.88,1
202402,E01,P3,C5,F3,3576.5,7
202402,E01,P3,C6,F3,2086.29,9
202402,E01,P3,C1,F4,3668.21,17
202402,E01,P3,C2,F4,5869.13,37
202402,E01,P3,C3,F4,3668.21,26
202402,E01,P3,C4,F4,16506.93,2
202402,E01,P3,C5,F4,4401.85,7
202402,E01,P3,C6,F4,2567.75,12
202402,E01,P3,C1,F5,3851.62,19
202402,E01,P3,C2,F5,6162.59,36
202402,E01,P3,C3,F5,3851.62,24
202402,E01,P3,C4,F5,17332.28,2
202402,E01,P3,C5,F5,4621.94,9
202402,E01,P3,C6,F5,2696.13,13
202403,E01,P1,C1,F1,2088.43,10
202403,E01,P1,C2,F1,3341.49,20
202403,E01,P1,C3,F1,2088.43,15
202403,E01,P1,C4,F1,9397.95,1
202403,E01,P1,C5,F1,2506.12,4
202403,E01,P1,C6,F1,1461.9,7
202403,E01,P1,C1,F2,3182.37,17
202403,E01,P1,C2,F2,5091.8,34
202403,E01,P1,C3,F2,3182.37,24
202403,E01,P1,C4,F2,14320.68,2
202403,E01,P1,C5,F2,3818.85,7
202403,E01,P1,C6,F2,2227.66,11
202403,E01,P1,C1,F3,4309.46,22
202403,E01,P1,C2,F3,6895.14,43
202403,E01,P1,C3,F3,4309.46,32
202403,E01,P1,C4,F3,19392.59,2
202403,E01,P1,C5,F3,5171.36,9
202403,E01,P1,C6,F3,3016.62,14
202403,E01,P1,C1,F4,5303.96,28
202403,E01,P1,C2,F4,8486.33,56
202403,E01,P1,C3,F4,5303.96,37
202403,E01,P1,C4,F4,23867.8,3
202403,E01,P1,C5,F4,6364.75,11
202403,E01,P1,C6,F4,3712.77,17
202403,E01,P1,C1,F5,5569.15,29
202403,E01,P1,C2,F5,8910.64,57
202403,E01,P1,C3,F5,5569.15,41
202403,E01,P1,C4,F5,25061.19,3
202403,E01,P1,C5,F5,6682.98,12
202403,E01,P1,C6,F5,3898.41,18
202403,E01,P2,C1,F1,1942.78,9
202403,E01,P2,C2,F1,3108.44,17
202403,E01,P2,C3,F1,1942.78,14
202403,E01,P2,C4,F1,8742.49,1
202403,E01,P2,C5,F1,2331.33,4
202403,E01,P2,C6,F1,1359.94,6
202403,E01,P2,C1,F2,2960.42,16
202403,E01,P2,C2,F2,4736.67,29
202403,E01,P2,C3,F2,2960.42,22
202403,E01,P2,C4,F2,13321.89,1
202403,E01,P2,C5,F2,3552.5,6
202403,E01,P2,C6,F2,2072.29,9
202403,E01,P2,C1,F3,4008.9,20
202403,E01,P2,C2,F3,6414.24,41
202403,E01,P2,C3,F3,4008.9,29
202403,E01,P2,C4,F3,18040.05,2
202403,E01,P2,C5,F3,4810.68,9
202403,E01,P2,C6,F3,2806.23,13
202403,E01,P2,C1,F4,4934.03,27
202403,E01,P2,C2,F4,7894.45,47
202403,E01,P2,C3,F4,4934.03,34
202403,E01,P2,C4,F4,22203.14,3
202403,E01,P2,C5,F4,5920.84,12
202403,E01,P2,C6,F4,3453.82,18
202403,E01,P2,C1,F5,5180.73,27
202403,E01,P2,C2,F5,8289.17,52
202403,E01,P2,C3,F5,5180.73,39
202403,E01,P2,C4,F5,23313.3,3
202403,E01,P2,C5,F5,6216.88,11
202403,E01,P2,C6,F5,3626.51,17
202403,E01,P3,C1,F1,1488.37,8
202403,E01,P3,C2,F1,2381.4,14
202403,E01,P3,C3,F1,1488.37,9
202403,E01,P3,C4,F1,6697.68,0
202403,E01,P3,C5,F1,1786.05,3
202403,E01,P3,C6,F1,1041.86,4
202403,E01,P3,C1,F2,2268.0,11
202403,E01,P3,C2,F2,3628.8,22
202403,E01,P3,C3,F2,2268.0,16
202403,E01,P3,C4,F2,10205.99,1
202403,E01,P3,C5,F2,2721.6,5
202403,E01,P3,C6,F2,1587.6,7
202403,E01,P3,C1,F3,3071.25,15
202403,E01,P3,C2,F3,4913.99,29
202403,E01,P3,C3,F3,3071.25,23
202403,E01,P3,C4,F3,13820.61,1
202403,E01,P3,C5,F3,3685.5,6
202403,E01,P3,C6,F3,2149.87,10
202403,E01,P3,C1,F4,3780.0,19
202403,E01,P3,C2,F4,6047.99,39
202403,E01,P3,C3,F4,3780.0,24
202403,E01,P3,C4,F4,17009.98,2
202403,E01,P3,C5,F4,4535.99,8
202403,E01,P3,C6,F4,2646.0,14
202403,E01,P3,C1,F5,3968.99,21
202403,E01,P3,C2,F5,6350.39,39
202403,E01,P3,C3,F5,3968.99,29
202403,E01,P3,C4,F5,17860.48,2
202403,E01,P3,C5,F5,4762.79,9
202403,E01,P3,C6,F5,2778.3,12
202404,E01,P1,C1,F1,2125.07,11
202404,E01,P1,C2,F1,3400.11,21
202404,E01,P1,C3,F1,2125.07,15
202404,E01,P1,C4,F1,9562.8,1
202404,E01,P1,C5,F1,2550.08,5
202404,E01,P1,C6,F1,1487.55,7
202404,E01,P1,C1,F2,3238.2,17
202404,E01,P1,C2,F2,5181.12,33
202404,E01,P1,C3,F2,3238.2,20
202404,E01,P1,C4,F2,14571.89,2
202404,E01,P1,C5,F2,3885.84,7
202404,E01,P1,C6,F2,2266.74,11
202404,E01,P1,C1,F3,4385.06,23
202404,E01,P1,C2,F3,7016.09,43
202404,E01,P1,C3,F3,4385.06,28
202404,E01,P1,C4,F3,19732.76,2
202404,E01,P1,C5,F3,5262.07,9
202404,E01,P1,C6,F3,3069.54,14
202404,E01,P1,C1,F4,5397.0,27
202404,E01,P1,C2,F4,8635.19,53
202404,E01,P1,C3,F4,5397.0,34
202404,E01,P1,C4,F4,24286.48,3
202404,E01,P1,C5,F4,6476.39,12
202404,E01,P1,C6,F4,3777.9,18
202404,E01,P1,C1,F5,5666.85,32
202404,E01,P1,C2,F5,9066.95,56
202404,E01,P1,C3,F5,5666.85,36
202404,E01,P1,C4,F5,25500.8,3
202404,E01,P1,C5,F5,6800.21,12
202404,E01,P1,C6,F5,3966.79,18
202404,E01,P2,C1,F1,1931.49,10
202404,E01,P2,C2,F1,3090.38,17
202404,E01,P2,C3,F1,1931.49,14
202404,E01,P2,C4,F1,8691.68,1
202404,E01,P2,C5,F1,2317.78,4
202404,E01,P2,C6,F1,1352.04,6
202404,E01,P2,C1,F2,2943.22,15
202404,E01,P2,C2,F2,4709.14,29
202404,E01,P2,C3,F2,2943.22,20
202404,E01,P2,C4,F2,13244.47,1
202404,E01,P2,C5,F2,3531.86,6
202404,E01,P2,C6,F2,2060.25,9
202404,E01,P2,C1,F3,3985.6,22
202404,E01,P2,C2,F3,6376.97,43
202404,E01,P2,C3,F3,3985.6,30
202404,E01,P2,C4,F3,17935.22,2
202404,E01,P2,C5,F3,4782.72,8
202404,E01,P2,C6,F3,2789.92,14
202404,E01,P2,C1,F4,4905.36,25
202404,E01,P2,C2,F4,7848.57,48
202404,E01,P2,C3,F4,4905.36,34
202404,E01,P2,C4,F4,22074.11,3
202404,E01,P2,C5,F4,5886.43,11
202404,E01,P2,C6,F4,3433.75,16
202404,E01,P2,C1,F5,5150.63,25
202404,E01,P2,C2,F5,8241.0,50
202404,E01,P2,C3,F5,5150.63,40
202404,E01,P2,C4,F5,23177.82,3
202404,E01,P2,C5,F5,6180.75,11
202404,E01,P2,C6,F5,3605.44,17
202404,E01,P3,C1,F1,1593.15,8
202404,E01,P3,C2,F1,2549.03,15
202404,E01,P3,C3,F1,1593.15,11
202404,E01,P3,C4,F1,7169.15,1
202404,E01,P3,C5,F1,1911.77,3
202404,E01,P3,C6,F1,1115.2,5
202404,E01,P3,C1,F2,2427.65,13
202404,E01,P3,C2,F2,3884.24,23
202404,E01,P3,C3,F2,2427.65,17
202404,E01,P3,C4,F2,10924.42,1
202404,E01,P3,C5,F2,2913.18,6
202404,E01,P3,C6,F2,1699.35,7
202404,E01,P3,C1,F3,3287.44,16
202404,E01,P3,C2,F3,5259.91,32
202404,E01,P3,C3,F3,3287.44,24
202404,E01,P3,C4,F3,14793.49,2
202404,E01,P3,C5,F3,3944.93,8
202404,E01,P3,C6,F3,2301.21,10
202404,E01,P3,C1,F4,4046.08,22
202404,E01,P3,C2,F4,6473.73,39
202404,E01,P3,C3,F4,4046.08,27
202404,E01,P3,C4,F4,18207.37,2
202404,E01,P3,C5,F4,4855.3,8
202404,E01,P3,C6,F4,2832.26,12
202404,E01,P3,C1,F5,4248.39,21
202404,E01,P3,C2,F5,6797.42,39
202404,E01,P3,C3,F5,4248.39,29
202404,E01,P3,C4,F5,19117.74,2
202404,E01,P3,C5,F5,5098.06,9
202404,E01,P3,C6,F5,2973.87,15
202405,E01,P1,C1,F1,2278.69,11
202405,E01,P1,C2,F1,3645.9,21
202405,E01,P1,C3,F1,2278.69,15
202405,E01,P1,C4,F1,10254.1,1
202405,E01,P1,C5,F1,2734.43,4
202405,E01,P1,C6,F1,1595.08,7
202405,E01,P1,C1,F2,3472.29,17
202405,E01,P1,C2,F2,5555.66,31
202405,E01,P1,C3,F2,3472.29,25
202405,E01,P1,C4,F2,15625.3,2
202405,E01,P1,C5,F2,4166.75,8
202405,E01,P1,C6,F2,2430.6,11
202405,E01,P1,C1,F3,4702.06,25
202405,E01,P1,C2,F3,7523.29,47
202405,E01,P1,C3,F3,4702.06,35
202405,E01,P1,C4,F3,21159.25,3
202405,E01,P1,C5,F3,5642.47,11
202405,E01,P1,C6,F3,3291.44,15
202405,E01,P1,C1,F4,5787.15,28
202405,E01,P1,C2,F4,9259.43,57
202405,E01,P1,C3,F4,5787.15,40
202405,E01,P1,C4,F4,26042.16,3
202405,E01,P1,C5,F4,6944.58,12
202405,E01,P1,C6,F4,4051.0,20
202405,E01,P1,C1,F5,6076.5,32
202405,E01,P1,C2,F5,9722.41,57
202405,E01,P1,C3,F5,6076.5,39
202405,E01,P1,C4,F5,27344.27,3
202405,E01,P1,C5,F5,7291.8,13
202405,E01,P1,C6,F5,4253.55,19
202405,E01,P2,C1,F1,1991.43,10
202405,E01,P2,C2,F1,3186.29,19
202405,E01,P2,C3,F1,1991.43,14
202405,E01,P2,C4,F1,8961.45,1
202405,E01,P2,C5,F1,2389.72,4
202405,E01,P2,C6,F1,1394.0,6
202405,E01,P2,C1,F2,3034.57,18
202405,E01,P2,C2,F2,4855.3,28
202405,E01,P2,C3,F2,3034.57,21
202405,E01,P2,C4,F2,13655.54,1
202405,E01,P2,C5,F2,3641.48,7
202405,E01,P2,C6,F2,2124.2,9
202405,E01,P2,C1,F3,4109.31,21
202405,E01,P2,C2,F3,6574.89,41
202405,E01,P2,C3,F3,4109.31,27
202405,E01,P2,C4,F3,18491.88,2
202405,E01,P2,C5,F3,4931.17,9
202405,E01,P2,C6,F3,2876.51,12
202405,E01,P2,C1,F4,5057.61,24
202405,E01,P2,C2,F4,8092.17,49
202405,E01,P2,C3,F4,5057.61,36
202405,E01,P2,C4,F4,22759.24,3
202405,E01,P2,C5,F4,6069.13,10
202405,E01,P2,C6,F4,3540.33,16
202405,E01,P2,C1,F5,5310.49,29
202405,E01,P2,C2,F5,8496.78,54
202405,E01,P2,C3,F5,5310.49,37
202405,E01,P2,C4,F5,23897.2,3
202405,E01,P2,C5,F5,6372.59,12
202405,E01,P2,C6,F5,3717.34,17
202405,E01,P3,C1,F1,1629.13,8
202405,E01,P3,C2,F1,2606.61,15
202405,E01,P3,C3,F1,1629.13,12
202405,E01,P3,C4,F1,7331.08,1
202405,E01,P3,C5,F1,1954.95,3
202405,E01,P3,C6,F1,1140.39,5
202405,E01,P3,C1,F2,2482.48,13
202405,E01,P3,C2,F2,3971.97,24
202405,E01,P3,C3,F2,2482.48,17
202405,E01,P3,C4,F2,11171.17,1
202405,E01,P3,C5,F2,2978.98,5
202405,E01,P3,C6,F2,1737.74,8
202405,E01,P3,C1,F3,3361.69,17
202405,E01,P3,C2,F3,5378.71,34
202405,E01,P3,C3,F3,3361.69,25
202405,E01,P3,C4,F3,15127.62,2
202405,E01,P3,C5,F3,4034.03,7
202405,E01,P3,C6,F3,2353.19,11
202405,E01,P3,C1,F4,4137.47,21
202405,E01,P3,C2,F4,6619.95,41
202405,E01,P3,C3,F4,4137.47,31
202405,E01,P3,C4,F4,18618.61,2
202405,E01,P3,C5,F4,4964.96,9
202405,E01,P3,C6,F4,2896.23,13
202405,E01,P3,C1,F5,4344.34,23
202405,E01,P3,C2,F5,6950.95,47
202405,E01,P3,C3,F5,4344.34,32
202405,E01,P3,C4,F5,19549.54,2
202405,E01,P3,C5,F5,5213.21,10
202405,E01,P3,C6,F5,3041.04,15
202406,E01,P1,C1,F1,2370.11,11
202406,E01,P1,C2,F1,3792.18,23
202406,E01,P1,C3,F1,2370.11,17
202406,E01,P1,C4,F1,10665.51,1
202406,E01,P1,C5,F1,2844.13,5
202406,E01,P1,C6,F1,1659.08,8
202406,E01,P1,C1,F2,3611.6,18
202406,E01,P1,C2,F2,5778.56,36
202406,E01,P1,C3,F2,3611.6,25
202406,E01,P1,C4,F2,16252.2,2
202406,E01,P1,C5,F2,4333.92,8
202406,E01,P1,C6,F2,2528.12,12
202406,E01,P1,C1,F3,4890.71,24
202406,E01,P1,C2,F3,7825.13,48
202406,E01,P1,C3,F3,4890.71,36
202406,E01,P1,C4,F3,22008.19,2
202406,E01,P1,C5,F3,5868.85,11
202406,E01,P1,C6,F3,3423.5,15
202406,E01,P1,C1,F4,6019.33,33
202406,E01,P1,C2,F4,9630.93,67
202406,E01,P1,C3,F4,6019.33,47
202406,E01,P1,C4,F4,27087.0,3
202406,E01,P1,C5,F4,7223.2,14
202406,E01,P1,C6,F4,4213.53,20
202406,E01,P1,C1,F5,6320.3,33
202406,E01,P1,C2,F5,10112.48,68
202406,E01,P1,C3,F5,6320.3,42
202406,E01,P1,C4,F5,28441.35,4
202406,E01,P1,C5,F5,7584.36,14
202406,E01,P1,C6,F5,4424.21,22
202406,E01,P2,C1,F1,1830.83,9
202406,E01,P2,C2,F1,2929.33,17
202406,E01,P2,C3,F1,1830.83,13
202406,E01,P2,C4,F1,8238.74,1
202406,E01,P2,C5,F1,2197.0,4
202406,E01,P2,C6,F1,1281.58,6
202406,E01,P2,C1,F2,2789.84,14
202406,E01,P2,C2,F2,4463.74,24
202406,E01,P2,C3,F2,2789.84,20
202406,E01,P2,C4,F2,12554.27,1
202406,E01,P2,C5,F2,3347.81,6
202406,E01,P2,C6,F2,1952.89,9
202406,E01,P2,C1,F3,3777.91,20
202406,E01,P2,C2,F3,6044.65,36
202406,E01,P2,C3,F3,3777.91,26
202406,E01,P2,C4,F3,17000.58,2
202406,E01,P2,C5,F3,4533.49,9
202406,E01,P2,C6,F3,2644.53,11
202406,E01,P2,C1,F4,4649.73,25
202406,E01,P2,C2,F4,7439.57,45
202406,E01,P2,C3,F4,4649.73,31
202406,E01,P2,C4,F4,20923.79,3
202406,E01,P2,C5,F4,5579.68,10
202406,E01,P2,C6,F4,3254.81,14
202406,E01,P2,C1,F5,4882.22,25
202406,E01,P2,C2,F5,7811.55,51
202406,E01,P2,C3,F5,4882.22,36
202406,E01,P2,C4,F5,21969.98,2
202406,E01,P2,C5,F5,5858.66,11
202406,E01,P2,C6,F5,3417.55,16
202406,E01,P3,C1,F1,1712.28,8
202406,E01,P3,C2,F1,2739.64,17
202406,E01,P3,C3,F1,1712.28,12
202406,E01,P3,C4,F1,7705.24,1
202406,E01,P3,C5,F1,2054.73,3
202406,E01,P3,C6,F1,1198.59,5
202406,E01,P3,C1,F2,2609.18,13
202406,E01,P3,C2,F2,4174.69,25
202406,E01,P3,C3,F2,2609.18,18
202406,E01,P3,C4,F2,11741.32,1
202406,E01,P3,C5,F2,3131.02,6
202406,E01,P3,C6,F2,1826.43,9
202406,E01,P3,C1,F3,3533.27,19
202406,E01,P3,C2,F3,5653.23,36
202406,E01,P3,C3,F3,3533.27,28
202406,E01,P3,C4,F3,15899.7,2
202406,E01,P3,C5,F3,4239.92,8
202406,E01,P3,C6,F3,2473.29,11
202406,E01,P3,C1,F4,4348.64,25
202406,E01,P3,C2,F4,6957.82,47
202406,E01,P3,C3,F4,4348.64,28
202406,E01,P3,C4,F4,19568.86,2
202406,E01,P3,C5,F4,5218.36,10
202406,E01,P3,C6,F4,3044.05,15
202406,E01,P3,C1,F5,4566.07,24
202406,E01,P3,C2,F5,7305.71,45
202406,E01,P3,C3,F5,4566.07,33
202406,E01,P3,C4,F5,20547.31,2
202406,E01,P3,C5,F5,5479.28,10
202406,E01,P3,C6,F5,3196.25,16
202407,E01,P1,C1,F1,2148.07,10
202407,E01,P1,C2,F1,3436.91,22
202407,E01,P1,C3,F1,2148.07,14
202407,E01,P1,C4,F1,9666.31,1
202407,E01,P1,C5,F1,2577.68,4
202407,E01,P1,C6,F1,1503.65,6
202407,E01,P1,C1,F2,3273.25,17
202407,E01,P1,C2,F2,5237.2,31
202407,E01,P1,C3,F2,3273.25,22
202407,E01,P1,C4,F2,14729.62,1
202407,E01,P1,C5,F2,3927.9,7
202407,E01,P1,C6,F2,2291.27,11
202407,E01,P1,C1,F3,4432.52,24
202407,E01,P1,C2,F3,7092.04,44
202407,E01,P1,C3,F3,4432.52,33
202407,E01,P1,C4,F3,19946.35,2
202407,E01,P1,C5,F3,5319.03,10
202407,E01,P1,C6,F3,3102.77,15
202407,E01,P1,C1,F4,5455.41,30
202407,E01,P1,C2,F4,8728.66,53
202407,E01,P1,C3,F4,5455.41,38
202407,E01,P1,C4,F4,24549.36,3
202407,E01,P1,C5,F4,6546.5,12
202407,E01,P1,C6,F4,3818.79,17
202407,E01,P1,C1,F5,5728.18,31
202407,E01,P1,C2,F5,9165.09,56
202407,E01,P1,C3,F5,5728.18,41
202407,E01,P1,C4,F5,25776.83,3
202407,E01,P1,C5,F5,6873.82,13
202407,E01,P1,C6,F5,4009.73,19
202407,E01,P2,C1,F1,1899.44,9
202407,E01,P2,C2,F1,3039.11,20
202407,E01,P2,C3,F1,1899.44,13
202407,E01,P2,C4,F1,8547.5,1
202407,E01,P2,C5,F1,2279.33,4
202407,E01,P2,C6,F1,1329.61,6
202407,E01,P2,C1,F2,2894.39,14
202407,E01,P2,C2,F2,4631.03,29
202407,E01,P2,C3,F2,2894.39,20
202407,E01,P2,C4,F2,13024.76,1
202407,E01,P2,C5,F2,3473.27,6
202407,E01,P2,C6,F2,2026.07,8
202407,E01,P2,C1,F3,3919.49,20
202407,E01,P2,C2,F3,6271.18,34
202407,E01,P2,C3,F3,3919.49,28
202407,E01,P2,C4,F3,17637.69,2
202407,E01,P2,C5,F3,4703.38,8
202407,E01,P2,C6,F3,2743.64,12
202407,E01,P2,C1,F4,4823.98,25
202407,E01,P2,C2,F4,7718.38,44
202407,E01,P2,C3,F4,4823.98,31
202407,E01,P2,C4,F4,21707.93,2
202407,E01,P2,C5,F4,5788.78,9
202407,E01,P2,C6,F4,3376.79,15
202407,E01,P2,C1,F5,5065.18,28
202407,E01,P2,C2,F5,8104.29,47
202407,E01,P2,C3,F5,5065.18,37
202407,E01,P2,C4,F5,22793.33,2
202407,E01,P2,C5,F5,6078.22,11
202407,E01,P2,C6,F5,3545.63,16
202407,E01,P3,C1,F1,1671.62,8
202407,E01,P3,C2,F1,2674.59,17
202407,E01,P3,C3,F1,1671.62,12
202407,E01,P3,C4,F1,7522.27,1
202407,E01,P3,C5,F1,2005.94,3
202407,E01,P3,C6,F1,1170.13,5
202407,E01,P3,C1,F2,2547.22,13
202407,E01,P3,C2,F2,4075.56,25
202407,E01,P3,C3,F2,2547.22,18
202407,E01,P3,C4,F2,11462.51,1
202407,E01,P3,C5,F2,3056.67,6
202407,E01,P3,C6,F2,1783.06,7
202407,E01,P3,C1,F3,3449.37,17
202407,E01,P3,C2,F3,5518.99,36
202407,E01,P3,C3,F3,3449.37,24
202407,E01,P3,C4,F3,15522.15,2
202407,E01,P3,C5,F3,4139.24,7
202407,E01,P3,C6,F3,2414.56,10
202407,E01,P3,C1,F4,4245.37,22
202407,E01,P3,C2,F4,6792.6,47
202407,E01,P3,C3,F4,4245.37,32
202407,E01,P3,C4,F4,19104.18,2
202407,E01,P3,C5,F4,5094.45,9
202407,E01,P3,C6,F4,2971.76,13
202407,E01,P3,C1,F5,4457.64,24
202407,E01,P3,C2,F5,7132.23,42
202407,E01,P3,C3,F5,4457.64,30
202407,E01,P3,C4,F5,20059.39,2
202407,E01,P3,C5,F5,5349.17,10
202407,E01,P3,C6,F5,3120.35,14
202408,E01,P1,C1,F1,2371.4,11
202408,E01,P1,C2,F1,3794.24,21
202408,E01,P1,C3,F1,2371.4,16
